Output (S),Ia,Ib,Ic,Va,Vb,Vc,,
0,50.97077483,23.55584485,-77.93825245,-0.083274327,0.576956463,-0.493682136,,
0,50.64234256,24.5314145,-78.58506338,-0.092720093,0.58067685,-0.487956757,,
0,50.29918061,25.50976937,-79.21992985,-0.102146536,0.584259191,-0.482112655,,
0,49.94137388,26.49066721,-79.8426945,-0.11155133,0.5877026,-0.47615127,,
0,49.56901086,27.47386514,-80.45320296,-0.120932153,0.591006227,-0.470074075,,
0,49.18218363,28.45911974,-81.05130387,-0.13028669,0.594169257,-0.463882567,,
0,48.78098786,29.44618705,-81.63684896,-0.139612634,0.597190909,-0.457578276,,
0,48.36552275,30.43482268,-82.20969302,-0.148907682,0.600070437,-0.451162755,,
0,47.93589101,31.42478186,-82.76969402,-0.158169541,0.60280713,-0.444637588,,
0,47.49219888,32.41581947,-83.31671305,-0.167395926,0.605400311,-0.438004385,,
0,47.03455604,33.40769015,-83.85061444,-0.17658456,0.607849342,-0.431264782,,
0,46.56307561,34.40014832,-84.37126574,-0.185733174,0.610153616,-0.424420442,,
0,46.07787414,35.39294825,-84.87853778,-0.194839512,0.612312566,-0.417473053,,
0,45.57907157,36.38584414,-85.37230467,-0.203901327,0.614325657,-0.41042433,,
0,45.06679118,37.37859016,-85.85244387,-0.212916381,0.616192393,-0.403276011,,
0,44.54115957,38.37094052,-86.31883621,-0.221882451,0.617912312,-0.396029861,,
0,44.00230666,39.36264951,-86.77136589,-0.230797324,0.61948499,-0.388687666,,
0,43.45036562,40.35347161,-87.20992054,-0.2396588,0.620910038,-0.381251238,,
0,42.88547283,41.3431615,-87.63439124,-0.248464691,0.622187103,-0.373722412,,
0,42.30776789,42.33147413,-88.04467255,-0.257212826,0.623315871,-0.366103045,,
0,41.71739356,43.31816481,-88.44066253,-0.265901045,0.624296063,-0.358395018,,
0,41.11449571,44.30298924,-88.82226275,-0.274527205,0.625127435,-0.350600231,,
0,40.49922331,45.28570358,-89.18937834,-0.283089175,0.625809783,-0.342720608,,
0,39.8717284,46.26606451,-89.54191802,-0.291584845,0.626342938,-0.334758093,,
0,39.232166,47.2438293,-89.87979408,-0.300012116,0.626726767,-0.32671465,,
0,38.58069413,48.21875586,-90.20292245,-0.30836891,0.626961175,-0.318592264,,
0,37.91747375,49.19060278,-90.51122268,-0.316653164,0.627046104,-0.310392939,,
0,37.24266871,50.15912943,-90.804618,-0.324862834,0.626981532,-0.302118698,,
0,36.55644572,51.12409599,-91.08303529,-0.332995894,0.626767475,-0.293771581,,
0,35.85897431,52.08526353,-91.34640516,-0.341050337,0.626403986,-0.285353649,,
0,35.15042678,53.04239405,-91.5946619,-0.349024175,0.625891153,-0.276866978,,
0,34.43097818,53.99525054,-91.82774355,-0.35691544,0.625229102,-0.268313662,,
0,33.70080622,54.94359705,-92.04559188,-0.364722186,0.624417997,-0.259695811,,
0,32.96009128,55.88719875,-92.24815244,-0.372442484,0.623458037,-0.251015552,,
0,32.20901634,56.82582196,-92.43537453,-0.380074432,0.622349457,-0.242275026,,
0,31.44776693,57.75923426,-92.60721124,-0.387616144,0.621092532,-0.233476389,,
0,30.67653108,58.68720449,-92.76361946,-0.395065759,0.619687571,-0.224621812,,
0,29.8954993,59.60950285,-92.90455989,-0.40242144,0.61813492,-0.21571348,,
0,29.10486451,60.52590091,-93.02999705,-0.409681371,0.616434962,-0.206753591,,
0,28.304822,61.43617173,-93.13989926,-0.416843761,0.614588116,-0.197744355,,
0,27.49556938,62.34008987,-93.2342387,-0.423906841,0.612594836,-0.188687994,,
0,26.67730655,63.23743146,-93.31299138,-0.43086887,0.610455614,-0.179586744,,
0,25.85023559,64.12797424,-93.37613716,-0.437728128,0.608170977,-0.17044285,,
0,25.01456081,65.01149763,-93.42365974,-0.444482923,0.60574149,-0.161258567,,
0,24.1704886,65.8877828,-93.45554668,-0.451131588,0.603167749,-0.152036162,,
0,23.31822743,66.7566127,-93.47178942,-0.457672482,0.600450391,-0.142777909,,
0,22.4579878,67.6177721,-93.47238322,-0.464103991,0.597590085,-0.133486094,,
0,21.58998218,68.47104768,-93.45732723,-0.470424528,0.594587536,-0.124163009,,
0,20.71442495,69.31622806,-93.42662445,-0.476632532,0.591443485,-0.114810953,,
0,19.83153235,70.15310387,-93.38028174,-0.482726473,0.588158707,-0.105432234,,
0,18.94152243,70.98146777,-93.31830984,-0.488704846,0.584734011,-0.096029166,,
0,18.04461501,71.80111453,-93.2407233,-0.494566175,0.581170243,-0.086604068,,
0,17.1410316,72.61184106,-93.14754058,-0.500309014,0.577468281,-0.077159267,,
0,16.23099535,73.4134465,-93.03878395,-0.505931945,0.573629038,-0.067697093,,
0,15.31473102,74.20573221,-92.91447952,-0.511433582,0.569653461,-0.058219879,,
0,14.39246489,74.98850186,-92.77465726,-0.516812566,0.56554253,-0.048729964,,
0,13.46442474,75.76156147,-92.61935096,-0.522067569,0.561297259,-0.03922969,,
0,12.53083976,76.52471946,-92.44859823,-0.527197295,0.556918695,-0.0297214,,
0,11.5919405,77.27778668,-92.26244048,-0.532200478,0.552407918,-0.02020744,,
0,10.64795884,78.02057648,-92.06092293,-0.537075883,0.54776604,-0.010690157,,
0,9.699127915,78.75290475,-91.8440946,-0.541822306,0.542994207,-0.0011719,,
0,8.745682037,79.47458994,-91.61200827,-0.546438577,0.538093594,0.008344983,,
0,7.787856671,80.18545316,-91.3647205,-0.550923555,0.533065411,0.017858144,,
0,6.82588836,80.88531815,-91.10229159,-0.555276134,0.527910898,0.027365236,,
0,5.860014667,81.57401141,-90.82478558,-0.55949524,0.522631326,0.036863914,,
0,4.890474122,82.25136215,-90.53227022,-0.563579831,0.517227997,0.046351834,,
0,3.917506156,82.91720241,-90.22481699,-0.567528899,0.511702244,0.055826655,,
0,2.941351048,83.57136705,-89.90250102,-0.57134147,0.50605543,0.06528604,,
0,1.962249863,84.21369384,-89.56540115,-0.575016602,0.500288948,0.074727654,,
0,0.980444392,84.84402344,-89.21359982,-0.578553388,0.494404219,0.084149169,,
0,-0.003822905,85.46219948,-88.84718314,-0.581950956,0.488402696,0.09354826,,
0,-0.990308963,86.06806859,-88.46624079,-0.585208466,0.482285859,0.102922608,,
0,-1.978770168,86.66148045,-88.07086607,-0.588325115,0.476055215,0.1122699,,
0,-2.968962418,87.24228779,-87.66115581,-0.591300133,0.469712304,0.121587829,,
0,-3.960641185,87.81034646,-87.23721039,-0.594132786,0.463258687,0.130874098,,
0,-4.953561576,88.36551547,-86.7991337,-0.596822374,0.456695959,0.140126415,,
0,-5.947478387,88.90765699,-86.34703313,-0.599368234,0.450025737,0.149342498,,
0,-6.942146173,89.4366364,-85.88101951,-0.601769738,0.443249666,0.158520072,,
0,-7.937319302,89.95232236,-85.40120712,-0.604026291,0.436369418,0.167656873,,
0,-8.932752015,90.45458678,-84.90771363,-0.606137338,0.429386691,0.176750647,,
0,-9.928198492,90.94330489,-84.40066009,-0.608102356,0.422303206,0.18579915,,
0,-10.92341291,91.41835526,-83.8801709,-0.609920862,0.415120711,0.194800151,,
0,-11.9181495,91.87961985,-83.34637378,-0.611592405,0.407840977,0.203751428,,
0,-12.91216261,92.32698399,-82.79939972,-0.613116573,0.4004658,0.212650773,,
0,-13.90520678,92.76033647,-82.23938297,-0.61449299,0.392996999,0.22149599,,
0,-14.89703676,93.17956952,-81.66646099,-0.615721315,0.385436418,0.230284897,,
0,-15.88740764,93.58457886,-81.08077445,-0.616801245,0.377785919,0.239015326,,
0,-16.87607483,93.97526372,-80.48246713,-0.617732514,0.370047392,0.247685123,,
0,-17.86279419,94.35152685,-79.87168595,-0.618514892,0.362222744,0.256292148,,
0,-18.84732204,94.71327459,-79.2485809,-0.619148184,0.354313905,0.264834279,,
0,-19.82941525,95.06041683,-78.61330502,-0.619632234,0.346322828,0.273309407,,
0,-20.80883131,95.39286707,-77.96601434,-0.619966923,0.338251482,0.281715442,,
0,-21.78532832,95.71054246,-77.30686786,-0.620152168,0.330101858,0.29005031,,
0,-22.75866516,96.01336376,-76.63602751,-0.620187923,0.321875968,0.298311954,,
0,-23.72860144,96.30125543,-75.9536581,-0.620074177,0.31357584,0.306498337,,
0,-24.69489764,96.57414557,-75.25992728,-0.61981096,0.305203522,0.314607438,,
0,-25.65731512,96.83196603,-74.55500552,-0.619398336,0.296761079,0.322637257,,
0,-26.61561622,97.07465235,-73.83906602,-0.618836406,0.288250593,0.330585813,,
0,-27.56956427,97.3021438,-73.11228474,-0.618125308,0.279674163,0.338451145,,
0,-28.51892369,97.51438342,-72.37484029,-0.617265219,0.271033906,0.346231312,,
0,-29.46346002,97.71131799,-71.62691391,-0.616256348,0.262331953,0.353924395,,
0,-30.40294,97.89289809,-70.86868943,-0.615098946,0.25357045,0.361528496,,
0,-31.33713163,98.05907807,-70.10035322,-0.613793297,0.244751559,0.369041739,,
0,-32.26580418,98.2098161,-69.32209415,-0.612339724,0.235877454,0.376462269,,
0,-33.1887283,98.34507413,-68.53410354,-0.610738584,0.226950326,0.383788258,,
0,-34.10567608,98.46481795,-67.73657511,-0.608990272,0.217972376,0.391017896,,
0,-35.01642104,98.56901718,-66.92970492,-0.607095219,0.208945819,0.398149401,,
0,-35.92073828,98.65764527,-66.11369135,-0.605053893,0.199872881,0.405181012,,
0,-36.81840444,98.73067951,-65.28873503,-0.602866797,0.190755801,0.412110996,,
0,-37.70919783,98.78810104,-64.45503879,-0.600534469,0.181596828,0.418937642,,
0,-38.59289845,98.82989485,-63.61280764,-0.598057486,0.17239822,0.425659266,,
0,-39.46928805,98.8560498,-62.76224868,-0.595436458,0.163162248,0.43227421,,
0,-40.33815017,98.86655857,-61.90357105,-0.592672032,0.153891189,0.438780843,,
0,-41.19927023,98.86141775,-61.03698592,-0.589764888,0.144587331,0.445177558,,
0,-42.05243554,98.84062776,-60.16270639,-0.586715745,0.135252968,0.451462777,,
0,-42.89743539,98.8041929,-59.28094747,-0.583525354,0.125890403,0.45763495,,
0,-43.73406108,98.7521213,-58.39192603,-0.580194501,0.116501947,0.463692555,,
0,-44.56210596,98.68442499,-57.49586069,-0.57672401,0.107089913,0.469634096,,
0,-45.38136552,98.60111982,-56.59297185,-0.573114734,0.097656626,0.475458108,,
0,-46.19163741,98.50222551,-55.68348158,-0.569367565,0.088204411,0.481163155,,
0,-46.99272148,98.38776562,-54.76761356,-0.565483427,0.0787356,0.486747828,,
0,-47.78441988,98.25776755,-53.84559307,-0.561463278,0.069252529,0.492210749,,
0,-48.56653704,98.11226254,-52.9176469,-0.557308109,0.059757537,0.497550572,,
0,-49.33887979,97.95128564,-51.9840033,-0.553018946,0.050252967,0.502765979,,
0,-50.10125735,97.77487575,-51.04489191,-0.548596846,0.040741164,0.507855682,,
0,-50.8534814,97.58307555,-50.10054376,-0.5440429,0.031224472,0.512818427,,
0,-51.59536612,97.37593151,-49.15119113,-0.539358231,0.021705241,0.517652989,,
0,-52.32672826,97.15349392,-48.19706755,-0.534543994,0.012185819,0.522358176,,
0,-53.04738715,96.91581682,-47.23840775,-0.529601379,0.002668553,0.526932826,,
0,-53.75716477,96.66295801,-46.27544753,-0.524531602,-0.006844209,0.531375811,,
0,-54.45588578,96.39497904,-45.3084238,-0.519335916,-0.016350119,0.535686035,,
0,-55.14337756,96.1119452,-44.33757444,-0.514015601,-0.025846833,0.539862435,,
0,-55.81947028,95.81392547,-43.3631383,-0.508571971,-0.035332009,0.54390398,,
0,-56.48399692,95.50099256,-42.38535509,-0.503006367,-0.044803306,0.547809673,,
0,-57.13679328,95.17322284,-41.40446536,-0.497320163,-0.054258388,0.551578551,,
0,-57.77769811,94.83069633,-40.42071042,-0.491514761,-0.063694923,0.555209684,,
0,-58.40655304,94.47349673,-39.4343323,-0.485591594,-0.073110583,0.558702177,,
0,-59.02320272,94.10171131,-38.44557366,-0.479552123,-0.082503044,0.562055167,,
0,-59.62749477,93.71543099,-37.45467777,-0.473397836,-0.091869991,0.565267828,,
0,-60.21927989,93.31475021,-36.46188839,-0.467130254,-0.101209113,0.568339367,,
0,-60.79841184,92.89976703,-35.46744979,-0.46075092,-0.110518105,0.571269026,,
0,-61.36474754,92.47058297,-34.47160661,-0.454261411,-0.119794672,0.574056082,,
0,-61.91814702,92.02730311,-33.47460387,-0.447663325,-0.129036525,0.576699849,,
0,-62.45847353,91.57003598,-32.47668685,-0.440958291,-0.138241383,0.579199674,,
0,-62.98559356,91.09889356,-31.47810107,-0.434147963,-0.147406978,0.581554941,,
0,-63.49937681,90.61399126,-30.47909221,-0.42723402,-0.156531047,0.583765067,,
0,-63.99969632,90.11544789,-29.47990605,-0.420218169,-0.16561134,0.585829509,,
0,-64.48642843,89.60338562,-28.48078842,-0.41310214,-0.174645617,0.587747757,,
0,-64.95945283,89.07792996,-27.48198514,-0.405887689,-0.183631649,0.589519338,,
0,-65.4186526,88.53920972,-26.48374195,-0.398576595,-0.19256722,0.591143815,,
0,-65.86391422,87.98735698,-25.48630442,-0.391170661,-0.201450125,0.592620787,,
0,-66.29512762,87.42250706,-24.48991798,-0.383671716,-0.210278174,0.59394989,,
0,-66.7121862,86.8447985,-23.49482774,-0.376081608,-0.219049188,0.595130796,,
0,-67.11498684,86.25437301,-22.50127854,-0.36840221,-0.227761004,0.596163214,,
0,-67.50342995,85.65137542,-21.5095148,-0.360635417,-0.236411473,0.59704689,,
0,-67.87741946,85.03595368,-20.51978054,-0.352783145,-0.24499846,0.597781605,,
0,-68.2368629,84.40825879,-19.53231924,-0.34484733,-0.253519849,0.598367179,,
0,-68.58167136,83.76844481,-18.54737384,-0.33682993,-0.261973537,0.598803467,,
0,-68.91175956,83.11666874,-17.56518667,-0.328732924,-0.270357437,0.599090361,,
0,-69.22704584,82.45309058,-16.58599934,-0.320558308,-0.278669484,0.599227792,,
0,-69.52745219,81.77787322,-15.61005277,-0.3123081,-0.286907625,0.599215725,,
0,-69.81290429,81.09118242,-14.63758704,-0.303984334,-0.295069829,0.599054163,,
0,-70.08333149,80.39318677,-13.66884139,-0.295589064,-0.303154082,0.598743146,,
0,-70.33866686,79.68405765,-12.70405415,-0.287124362,-0.311158391,0.598282752,,
0,-70.57884718,78.96396921,-11.74346265,-0.278592314,-0.31908078,0.597673094,,
0,-70.80381299,78.23309828,-10.7873032,-0.269995027,-0.326919296,0.596914323,,
0,-71.01350856,77.49162434,-9.83581102,-0.261334621,-0.334672005,0.596006625,,
0,-71.20788194,76.73972952,-8.889220167,-0.252613232,-0.342336994,0.594950226,,
0,-71.38688497,75.97759849,-7.947763497,-0.243833012,-0.349912374,0.593745386,,
0,-71.55047327,75.20541847,-7.011672594,-0.234996128,-0.357396274,0.592392402,,
0,-71.69860626,74.42337914,-6.081177723,-0.226104758,-0.36478685,0.590891608,,
0,-71.83124718,73.63167263,-5.156507765,-0.217161097,-0.372082278,0.589243376,,
0,-71.9483631,72.83049344,-4.237890165,-0.208167351,-0.379280759,0.587448111,,
0,-72.0499249,72.02003841,-3.325550875,-0.199125739,-0.386380517,0.585506256,,
0,-72.13590732,71.20050668,-2.419714298,-0.190038491,-0.393379801,0.583418292,,
0,-72.20628893,70.37209963,-1.520603231,-0.18090785,-0.400276884,0.581184733,,
0,-72.26105215,69.5350208,-0.628438813,-0.171736066,-0.407070065,0.578806131,,
0,-72.30018326,68.68947591,0.25655953,-0.162525405,-0.413757668,0.576283073,,
0,-72.3236724,67.83567274,1.134174141,-0.153278136,-0.420338044,0.573616181,,
0,-72.33151355,66.97382113,2.004189186,-0.143996542,-0.42680957,0.570806113,,
0,-72.32370458,66.10413289,2.866390704,-0.134682913,-0.43317065,0.567853563,,
0,-72.30024719,65.22682176,3.720566662,-0.125339547,-0.439419714,0.56475926,,
0,-72.26114697,64.34210338,4.56650701,-0.115968747,-0.445555221,0.561523968,,
0,-72.20641335,63.4501952,5.404003726,-0.106572826,-0.451575658,0.558148484,,
0,-72.13605962,62.55131645,6.232850873,-0.097154103,-0.457479539,0.554633642,,
0,-72.05010294,61.64568809,7.052844648,-0.0877149,-0.46326541,0.550980309,,
0,-71.94856429,60.73353273,7.863783434,-0.078257546,-0.468931841,0.547189387,,
0,-71.83146853,59.81507459,8.665467844,-0.068784374,-0.474477437,0.543261811,,
0,-71.69884434,58.89053946,9.457700779,-0.059297722,-0.479900829,0.539198551,,
0,-71.55072422,57.96015463,10.24028747,-0.049799929,-0.485200679,0.535000608,,
0,-71.38714451,57.0241488,11.01303553,-0.04029334,-0.49037568,0.53066902,,
0,-71.20814536,56.08275211,11.77575499,-0.030780298,-0.495424557,0.526204855,,
0,-71.01377072,55.13619598,12.52825836,-0.021263151,-0.500346063,0.521609214,,
0,-70.80406835,54.18471314,13.27036069,-0.011744248,-0.505138985,0.516883232,,
0,-70.57908978,53.22853751,14.00187957,-0.002225935,-0.50980214,0.512028075,,
0,-70.3388903,52.26790418,14.7226352,0.007289438,-0.51433438,0.507044941,,
0,-70.08352897,51.30304934,15.43245046,0.016799525,-0.518734585,0.50193506,,
0,-69.81306858,50.33421023,16.13115092,0.026301979,-0.523001671,0.496699692,,
0,-69.52757566,49.36162505,16.81856487,0.035794455,-0.527134585,0.49134013,,
0,-69.22712043,48.38553295,17.49452342,0.045274613,-0.531132309,0.485857696,,
0,-68.91177683,47.40617392,18.15886048,0.054740113,-0.534993856,0.480253743,,
0,-68.58162244,46.42378878,18.81141284,0.06418862,-0.538718274,0.474529653,,
0,-68.23673851,45.43861908,19.45202019,0.073617804,-0.542304644,0.46868684,,
0,-67.87720993,44.45090707,20.08052517,0.083025337,-0.545752082,0.462726745,,
0,-67.5031252,43.46089561,20.69677341,0.0924089,-0.549059739,0.456650839,,
0,-67.11457641,42.46882815,21.30061357,0.101766177,-0.552226798,0.450460621,,
0,-66.71165921,41.47494862,21.89189735,0.11109486,-0.555252478,0.444157619,,
0,-66.29447281,40.47950143,22.47047956,0.120392647,-0.558136034,0.437743387,,
0,-65.86311993,39.48273134,23.03621816,0.129657245,-0.560876754,0.431219509,,
0,-65.41770679,38.48488348,23.58897424,0.138886368,-0.563473963,0.424587595,,
0,-64.95834308,37.4862032,24.12861214,0.14807774,-0.565927021,0.417849281,,
0,-64.48514193,36.48693609,24.6549994,0.157229093,-0.568235321,0.411006229,,
0,-63.99821988,35.48732787,25.16800685,0.166338168,-0.570398297,0.404060129,,
0,-63.49769687,34.48762434,25.66750861,0.17540272,-0.572415414,0.397012694,,
0,-62.98369619,33.48807134,26.15338214,0.184420512,-0.574286175,0.389865663,,
0,-62.45634444,32.48891465,26.62550825,0.193389319,-0.576010119,0.3826208,,
0,-61.91577152,31.49039998,27.08377115,0.202306928,-0.577586821,0.375279893,,
0,-61.36211062,30.49277286,27.52805849,0.21117114,-0.579015893,0.367844753,,
0,-60.79549812,29.49627861,27.95826133,0.219979768,-0.580296983,0.360317215,,
0,-60.21607362,28.50116226,28.37427422,0.228730639,-0.581429774,0.352699136,,
0,-59.62397987,27.50766853,28.77599524,0.237421593,-0.582413989,0.344992395,,
0,-59.01936275,26.51604169,29.16332595,0.246050488,-0.583249384,0.337198896,,
0,-58.40237124,25.5265256,29.53617149,0.254615194,-0.583935754,0.32932056,,
0,-57.77315735,24.53936357,29.89444057,0.263113598,-0.58447293,0.321359332,,
0,-57.13187612,23.55479833,30.23804548,0.271543604,-0.58486078,0.313317176,,
0,-56.47868558,22.57307198,30.56690216,0.279903132,-0.585099209,0.305196077,,
0,-55.81374667,21.59442592,30.88093015,0.28819012,-0.585188159,0.296998039,,
0,-55.13722325,20.61910079,31.18005267,0.296402524,-0.585127608,0.288725084,,
0,-54.44928204,19.64733639,31.46419663,0.304538318,-0.584917571,0.280379253,,
0,-53.75009255,18.67937167,31.73329262,0.312595494,-0.584558101,0.271962607,,
0,-53.0398271,17.71544463,31.98727493,0.320572064,-0.584049287,0.263477223,,
0,-52.31866072,16.75579227,32.2260816,0.328466062,-0.583391255,0.254925193,,
0,-51.58677114,15.80065053,32.44965441,0.33627554,-0.582584168,0.246308628,,
0,-50.84433874,14.85025427,32.6579389,0.343998571,-0.581628226,0.237629654,,
0,-50.09154648,13.90483714,32.85088437,0.35163325,-0.580523664,0.228890414,,
0,-49.3285799,12.96463158,33.02844391,0.359177694,-0.579270756,0.220093062,,
0,-48.55562703,12.02986874,33.19057442,0.366630041,-0.577869812,0.211239771,,
0,-47.77287839,11.10077843,33.33723659,0.373988453,-0.576321178,0.202332724,,
0,-46.9805269,10.17758906,33.46839494,0.381251115,-0.574625235,0.19337412,,
0,-46.17876783,9.260527583,33.58401779,0.388416235,-0.572782404,0.184366169,,
0,-45.36779882,8.349819443,33.68407733,0.395482046,-0.57079314,0.175311093,,
0,-44.54781974,7.445688511,33.76854956,0.402446804,-0.568657933,0.166211128,,
0,-43.7190327,6.548357039,33.83741434,0.409308792,-0.566377311,0.157068518,,
0,-42.88164198,5.658045601,33.89065538,0.416066317,-0.563951837,0.14788552,,
0,-42.03585398,4.774973038,33.92826024,0.422717711,-0.56138211,0.138664399,,
0,-41.18187719,3.899356406,33.95022033,0.429261334,-0.558668766,0.129407431,,
0,-40.31992209,3.031410921,33.95653095,0.435695572,-0.555812472,0.1201169,,
0,-39.45020115,2.171349906,33.94719123,0.442018837,-0.552813936,0.110795099,,
0,-38.57292876,1.319384739,33.92220417,0.44822957,-0.549673897,0.101444327,,
0,-37.68832116,0.475724802,33.88157664,0.454326239,-0.54639313,0.092066891,,
0,-36.7965964,-0.359422576,33.82531936,0.460307339,-0.542972446,0.082665107,,
0,-35.89797428,-1.185852161,33.75344691,0.466171396,-0.539412689,0.073241293,,
0,-34.99267634,-2.003360874,33.66597771,0.471916962,-0.535714738,0.063797776,,
0,-34.08092571,-2.811747835,33.56293406,0.47754262,-0.531879505,0.054336884,,
0,-33.16294716,-3.610814416,33.44434208,0.483046984,-0.527907938,0.044860954,,
0,-32.23896697,-4.400364288,33.31023171,0.488428694,-0.523801016,0.035372322,,
0,-31.30921291,-5.180203469,33.16063676,0.493686423,-0.519559754,0.025873331,,
0,-30.37391418,-5.950140374,32.99559482,0.498818875,-0.515185199,0.016366324,,
0,-29.43330133,-6.709985861,32.81514732,0.503824784,-0.51067843,0.006853646,,
0,-28.48760624,-7.459553278,32.61933947,0.508702914,-0.50604056,-0.002662354,,
0,-27.53706204,-8.198658508,32.4082203,0.513452062,-0.501272734,-0.012179328,,
0,-26.58190305,-8.927120016,32.18184258,0.518071058,-0.496376129,-0.021694929,,
0,-25.62236472,-9.644758894,31.94026287,0.522558761,-0.491351953,-0.031206808,,
0,-24.65868361,-10.3513989,31.68354147,0.526914064,-0.486201446,-0.040712618,,
0,-23.69109727,-11.04686651,31.41174243,0.531135894,-0.48092588,-0.050210014,,
0,-22.71984425,-11.73099096,31.12493349,0.535223209,-0.475526557,-0.059696652,,
0,-21.74516396,-12.40360428,30.82318614,0.539175001,-0.470004809,-0.069170192,,
0,-20.76729668,-13.06454134,30.5065755,0.542990295,-0.464362,-0.078628295,,
0,-19.78648349,-13.71363988,30.17518041,0.54666815,-0.458599522,-0.088068628,,
0,-18.80296617,-14.35074058,29.82908331,0.550207659,-0.452718798,-0.097488861,,
0,-17.81698719,-14.97568708,29.46837032,0.553607949,-0.446721278,-0.106886671,,
0,-16.8287896,-15.588326,29.09313111,0.556868181,-0.440608444,-0.116259737,,
0,-15.83861703,-16.18850701,28.70345898,0.559987552,-0.434381804,-0.125605748,,
0,-14.84671357,-16.77608286,28.29945077,0.562965292,-0.428042894,-0.134922397,,
0,-13.85332375,-17.35090939,27.88120685,0.565800666,-0.42159328,-0.144207386,,
0,-12.85869247,-17.9128456,27.44883112,0.568492976,-0.415034554,-0.153458422,,
0,-11.86306493,-18.46175367,27.00243095,0.571041557,-0.408368333,-0.162673224,,
0,-10.86668657,-18.99749899,26.5421172,0.57344578,-0.401596263,-0.171849517,,
0,-9.869803031,-19.5199502,26.06800412,0.575705054,-0.394720016,-0.180985038,,
0,-8.872660067,-20.02897923,25.58020939,0.577818821,-0.387741289,-0.190077532,,
0,-7.8755035,-20.52446129,25.07885408,0.57978656,-0.380661804,-0.199124756,,
0,-6.878579154,-21.00627497,24.56406256,0.581607785,-0.373483308,-0.208124477,,
0,-5.882132795,-21.47430221,24.03596257,0.583282047,-0.366207573,-0.217074474,,
0,-4.886410074,-21.92842836,23.49468509,0.584808934,-0.358836395,-0.225972539,,
0,-3.891656461,-22.3685422,22.94036438,0.58618807,-0.351371593,-0.234816477,,
0,-2.898117187,-22.79453595,22.37313789,0.587419114,-0.343815009,-0.243604105,,
0,-1.906037185,-23.20630535,21.79314629,0.588501762,-0.336168508,-0.252333254,,
0,-0.915661027,-23.60374961,21.20053337,0.589435749,-0.328433978,-0.261001772,,
0,0.072767135,-23.98677151,20.59544604,0.590220844,-0.320613326,-0.269607518,,
0,1.059003631,-24.35527735,19.9780343,0.590856854,-0.312708484,-0.27814837,,
0,2.04280533,-24.70917705,19.34845118,0.591343622,-0.304721403,-0.286622219,,
0,3.023929703,-25.04838411,18.70685271,0.591681028,-0.296654052,-0.295026976,,
0,4.00213488,-25.37281565,18.0533979,0.591868989,-0.288508425,-0.303360565,,
0,4.977179713,-25.68239247,17.38824867,0.59190746,-0.280286529,-0.311620931,,
0,5.948823833,-25.97703899,16.71156983,0.591796431,-0.271990396,-0.319806035,,
0,6.91682771,-26.25668336,16.02352904,0.59153593,-0.263622072,-0.327913859,,
0,7.880952712,-26.52125738,15.32429676,0.591126022,-0.255183622,-0.3359424,,
0,8.840961164,-26.77069661,14.61404621,0.590566807,-0.246677129,-0.343889678,,
0,9.796616407,-27.00494033,13.89295332,0.589858425,-0.238104693,-0.351753732,,
0,10.74768286,-27.22393157,13.16119671,0.58900105,-0.229468428,-0.359532621,,
0,11.69392606,-27.42761711,12.41895762,0.587994894,-0.220770467,-0.367224427,,
0,12.63511275,-27.61594754,11.6664199,0.586840206,-0.212012956,-0.37482725,,
0,13.57101092,-27.78887719,10.9037699,0.585537272,-0.203198056,-0.382339216,,
0,14.50138985,-27.94636424,10.1311965,0.584086412,-0.194327943,-0.389758469,,
0,15.4260202,-28.08837065,9.348891004,0.582487985,-0.185404805,-0.39708318,,
0,16.34467404,-28.2148622,8.557047141,0.580742387,-0.176430845,-0.404311542,,
0,17.25712491,-28.32580852,7.755860977,0.578850047,-0.167408278,-0.411441769,,
0,18.16314788,-28.42118304,6.945530886,0.576811434,-0.15833933,-0.418472104,,
0,19.06251962,-28.50096306,6.126257501,0.57462705,-0.149226239,-0.425400811,,
0,19.95501842,-28.56512973,5.298243658,0.572297435,-0.140071254,-0.432226181,,
0,20.8404243,-28.61366803,4.461694353,0.569823164,-0.130876635,-0.438946529,,
0,21.71851898,-28.64656681,3.616816685,0.567204848,-0.121644651,-0.445560197,,
0,22.58908603,-28.66381878,2.76381981,0.564443133,-0.112377579,-0.452065553,,
0,23.45191086,-28.6654205,1.902914885,0.561538701,-0.103077708,-0.458460992,,
0,24.30678078,-28.65137241,1.034315021,0.558492268,-0.093747332,-0.464744936,,
0,25.15348507,-28.6216788,0.158235226,0.555304588,-0.084388754,-0.470915834,,
0,25.99181504,-28.57634781,-0.725107648,0.551976446,-0.075004283,-0.476972163,,
0,26.82156404,-28.51539145,-1.615494954,0.548508664,-0.065596236,-0.482912429,,
0,27.64252755,-28.43882558,-2.512706309,0.544902099,-0.056166934,-0.488735165,,
0,28.45450323,-28.34666993,-3.416519646,0.54115764,-0.046718703,-0.494438936,,
0,29.25729094,-28.23894805,-4.326711269,0.537276211,-0.037253877,-0.500022334,,
0,30.0506928,-28.11568735,-5.243055908,0.533258771,-0.02777479,-0.505483981,,
0,30.83451328,-27.97691906,-6.165326776,0.529106311,-0.018283782,-0.510822529,,
0,31.60855917,-27.82267824,-7.093295621,0.524819857,-0.008783196,-0.516036661,,
